word,textbook_version,grade,book_volume,unit,phonetic,definition,part_of_speech,note
Welcome back to …,苏教版,四年级,四下,Unit 1,/'welkəm/ /bæk/ /tu:/,欢迎回到……,短语,
see,苏教版,四年级,四下,Unit 1,/si:/,看见，看到,动词,
timetable ,苏教版,四年级,四下,Unit 1,/'taɪmteɪbl/,课程表；时间表,名词,
Chinese ,苏教版,四年级,四下,Unit 1,/tʃaɪˈniːz/,语文（课）,名词,
Maths,苏教版,四年级,四下,Unit 1,/mæθs/,数学（课）,名词,
Art,苏教版,四年级,四下,Unit 1,/ɑːt/,美术（课）,名词,
PE,苏教版,四年级,四下,Unit 1,/pi:'i:/,体育（课）,名词,
Music,苏教版,四年级,四下,Unit 1,/'mju:zɪk/,音乐（课）,名词,
Science,苏教版,四年级,四下,Unit 1,/'saɪəns/,科学（课）,名词,
fun,苏教版,四年级,四下,Unit 1,/fʌn/,乐趣，快乐,名词,
go to,苏教版,四年级,四下,Unit 1,/gəʊ/ /tu:/,去……,短语,
playground,苏教版,四年级,四下,Unit 1,/'pleɪgraʊnd/,操场,名词,
lesson,苏教版,四年级,四下,Unit 1,/'les(ə)n/,课,名词,
Monday ,苏教版,四年级,四下,Unit 1,/ˈmʌndeɪ/,星期一,名词,
afternoon,苏教版,四年级,四下,Unit 1,/ɑːftəˈnuːn/,下午,名词,
after school,苏教版,四年级,四下,Unit 2,/ˈɑːftə/ /sku:l/,放学后,短语,
go,苏教版,四年级,四下,Unit 2,/gəʊ/,去,动词,
What day is it today?  ,苏教版,四年级,四下,Unit 2,/wɒt/ /deɪ/ /ɪz/ /ɪt/ /təˈdeɪ/,今天星期几？,句子,
Wednesday,苏教版,四年级,四下,Unit 2,/ˈwenzdeɪ/,星期三,名词,
match ,苏教版,四年级,四下,Unit 2,/mætʃ/,比赛,名词,
today,苏教版,四年级,四下,Unit 2,/təˈdeɪ/,今天,副词,
What a pity!,苏教版,四年级,四下,Unit 2,/wɒt/ /ə/ /'pɪti/,真遗憾！,句子,
Saturday    ,苏教版,四年级,四下,Unit 2,/ˈsætədeɪ/,星期六,名词,
All right.,苏教版,四年级,四下,Unit 2,/ɔːl/ /raɪt/,好的。,句子,
Sunday,苏教版,四年级,四下,Unit 2,/ˈsʌndeɪ/,星期日,名词,
Tuesday,苏教版,四年级,四下,Unit 2,/ˈtjuːzdeɪ/,星期二,名词,
Thursday,苏教版,四年级,四下,Unit 2,/ˈθɜːzdeɪ/,星期四,名词,
Friday,苏教版,四年级,四下,Unit 2,/ˈfraɪdeɪ/,星期五,名词,
get up,苏教版,四年级,四下,Unit 2,/get/ /ʌp/,起床,短语,
when,苏教版,四年级,四下,Unit 2,/wen/,什么时候,疑问代词,
every ,苏教版,四年级,四下,Unit 2,/'evri/,每个,形容词,
day ,苏教版,四年级,四下,Unit 2,/deɪ/,天,名词,
usually,苏教版,四年级,四下,Unit 3,/ˈjuːʒuəli/,通常，常常,副词,
go to school,苏教版,四年级,四下,Unit 3,/gəʊ/ /tu:/ /sku:l/,上学,短语,
in the morning,苏教版,四年级,四下,Unit 3,/ɪn/ /ðə/ /ˈmɔːnɪŋ/,在上午,短语,
have lunch,苏教版,四年级,四下,Unit 3,/hæv/ /lʌntʃ/,吃午饭,短语,
in the afternoon,苏教版,四年级,四下,Unit 3,/ɪn/ /ði:/ /ɑːftəˈnuːn/,在下午,短语,
play football,苏教版,四年级,四下,Unit 3,/pleɪ/ /'fʊtbɔ:l/,踢足球,短语,
go home,苏教版,四年级,四下,Unit 3,/gəʊ/ /həʊm/,回家,短语,
homework,苏教版,四年级,四下,Unit 3,/'həʊmwɜːk/,家庭作业,名词,
have dinner,苏教版,四年级,四下,Unit 3,/hæv/ /'dɪnə/,吃晚饭,短语,
watch TV,苏教版,四年级,四下,Unit 3,/wɒtʃ/,看电视,短语,
go to bed,苏教版,四年级,四下,Unit 3,/gəʊ/ /tu:/ /bed/,睡觉,短语,
in the evening,苏教版,四年级,四下,Unit 3,/ɪn/ /ði:/ /'i:vnɪŋ/,在晚上,短语,
at night,苏教版,四年级,四下,Unit 3,/æt/ /naɪt/,在夜里,短语,
drawing,苏教版,四年级,四下,Unit 4,/'drɔːɪŋ/,画画,名词,
park,苏教版,四年级,四下,Unit 4,/pɑːk/,公园,名词,
draw,苏教版,四年级,四下,Unit 4,/drɔː/,画,动词,
Good idea!,苏教版,四年级,四下,Unit 4,/gʊd/ /aɪˈdɪə/,好主意！,句子,
flower,苏教版,四年级,四下,Unit 4,/'flaʊə/,花，花朵,名词,
them,苏教版,四年级,四下,Unit 4,"/ðem,ðəm/",他们；她们；它们,人称代词,
easy,苏教版,四年级,四下,Unit 4,/'i:zi/,容易的，简单的,形容词,
boat,苏教版,四年级,四下,Unit 4,/bəʊt/,小船,名词,
river,苏教版,四年级,四下,Unit 4,/'rɪvə/,河；江,名词,
difficult,苏教版,四年级,四下,Unit 4,/ˈdɪfɪkəlt/,难的，困难的,形容词,
try ,苏教版,四年级,四下,Unit 4,/traɪ/,试,动词,
hill,苏教版,四年级,四下,Unit 4,/hɪl/,小山，山丘,名词,
lake,苏教版,四年级,四下,Unit 4,/leɪk/,湖，湖泊,名词,
again,苏教版,四年级,四下,Unit 4,/əˈɡen/,再一次，又一次,副词,
season,苏教版,四年级,四下,Unit 5,/ˈsiːz(ə)n/,季节,名词,
spring,苏教版,四年级,四下,Unit 5,/sprɪŋ/,春天，春季,名词,
warm,苏教版,四年级,四下,Unit 5,/wɔːm/,温暖的，暖和的,形容词,
fly,苏教版,四年级,四下,Unit 5,/flaɪ/,放（风筝、飞机模型等）,动词,
kite,苏教版,四年级,四下,Unit 5,/kaɪt/,风筝,名词,
go boating,苏教版,四年级,四下,Unit 5,/gəʊ/ /bəʊtɪŋ/,去划船,短语,
summer,苏教版,四年级,四下,Unit 5,/ˈsʌmə(r)/,夏天，夏季,名词,
hot,苏教版,四年级,四下,Unit 5,/hɒt/,热的，炎热的,形容词,
go swimming,苏教版,四年级,四下,Unit 5,/gəʊ/ /'swɪmɪŋ/,去游泳,短语,
autumn,苏教版,四年级,四下,Unit 5,/'ɔːtəm/,秋天，秋季,名词,
cool,苏教版,四年级,四下,Unit 5,/ku:l/,凉爽的，凉快的;拓展：使变凉,形容词,
picnic,苏教版,四年级,四下,Unit 5,/ˈpɪknɪk/,野餐,名词,
go climbing,苏教版,四年级,四下,Unit 5,/gəʊ/ /'klaɪɪŋ/,去爬山,短语,
winter,苏教版,四年级,四下,Unit 5,/ˈwɪntə(r)/,冬天，冬季,名词,
cold,苏教版,四年级,四下,Unit 5,/kəʊld/,冷的，寒冷的,形容词,
go skating ,苏教版,四年级,四下,Unit 5,/gəʊ/ /'skeɪtɪŋ/,去溜冰；去滑冰,短语,
fine,苏教版,四年级,四下,Unit 5,/faɪn/,晴朗的,形容词,
hey,苏教版,四年级,四下,Unit 5,/heɪ/,嘿，喂,感叹词,
whose,苏教版,四年级,四下,Unit 5,/hu:z/,谁的,疑问代词,
dress ,苏教版,四年级,四下,Unit 6,/dres/,连衣裙,名词,
too,苏教版,四年级,四下,Unit 6,/tu:/,太，过于,副词,
trousers,苏教版,四年级,四下,Unit 6,/'traʊzəz/,裤子,名词,
party,苏教版,四年级,四下,Unit 6,/'pɑːti/,聚会，派对,名词,
glove,苏教版,四年级,四下,Unit 6,/glʌv/,手套,名词,
so,苏教版,四年级,四下,Unit 6,/səʊ/,如此，这么,副词,
coat,苏教版,四年级,四下,Unit 6,/kəʊt/,外衣，外套,名词,
shirt,苏教版,四年级,四下,Unit 6,/ʃɜːt/,（男式）衬衫,名词,
sweater,苏教版,四年级,四下,Unit 6,/'swetə),毛衣；绒衣,名词,
jeans,苏教版,四年级,四下,Unit 6,/dʒi:nz/,牛仔裤,名词,
shorts,苏教版,四年级,四下,Unit 6,/ʃɔːts/,短裤,名词,
wrong,苏教版,四年级,四下,Unit 6,/rɒŋ/,错的，错误的,形容词,
move,苏教版,四年级,四下,Unit 6,/mu:v/,移动,动词,
I think so.,苏教版,四年级,四下,Unit 6,/aɪ/ /θɪŋk/ /səʊ/,我想是。,句子,
What's the matter?,苏教版,四年级,四下,Unit 6,/wɒts/ /ðə/ /ˈmætə/,怎么了？,句子,
hand,苏教版,四年级,四下,Unit 6,/hænd/,手,名词,
hurt,苏教版,四年级,四下,Unit 6,/hɜːt/,感到疼痛,动词,
thirsty,苏教版,四年级,四下,Unit 7,/'θɜːsti/,渴的，口渴的,形容词,
water,苏教版,四年级,四下,Unit 7,/ˈwɔːtə/,水,名词,
ill,苏教版,四年级,四下,Unit 7,/ɪl/,生病的,形容词,
tired,苏教版,四年级,四下,Unit 7,/'taɪəd/,累的，疲劳的,形容词,
Good night.,苏教版,四年级,四下,Unit 7,/gʊd/ /naɪt/,晚安。,句子,
dear,苏教版,四年级,四下,Unit 7,/dɪə/,亲爱的,形容词,
happy,苏教版,四年级,四下,Unit 7,/'hæpi/,快乐的，高兴的,形容词,
Mrs,苏教版,四年级,四下,Unit 7,/'mɪsɪz/,夫人，太太,名词,
speak,苏教版,四年级,四下,Unit 7,/spi:k/,说话，讲话,动词,
may,苏教版,四年级,四下,Unit 8,/meɪ/,可以,动词,情态动词
come to school,苏教版,四年级,四下,Unit 8,/kʌm/ /tu:/ /sku:l/,来学校,短语,
cold,苏教版,四年级,四下,Unit 8,/kəʊld/,感冒,名词,
fever,苏教版,四年级,四下,Unit 8,/'fi:və/,发烧,名词,
hear,苏教版,四年级,四下,Unit 8,/hɪə/,听到，听见,动词,
take care,苏教版,四年级,四下,Unit 8,/teɪk/ /keə/,保重,短语,
"I’m fine, thank you.",苏教版,四年级,四下,Unit 8,/aɪm/ /faɪn/ /θæŋk/ /ju:/,我很好，谢谢。,句子,
See you tomorrow.,苏教版,四年级,四下,Unit 8,/si:/ /ju:/ /təˈmɒrəʊ/,明天见。,句子,
See you.,苏教版,四年级,四下,Unit 8,/si:/ /ju:/,再见。,句子,
cough,苏教版,四年级,四下,Unit 8,/kɒf/,咳嗽,名词,
headache,苏教版,四年级,四下,Unit 8,/'hedeɪk/,头疼，头痛,名词,
Not so good.,苏教版,四年级,四下,Unit 8,/nɒt/ /səʊ/ /gʊd/,不太好。,句子,
at school,苏教版,四年级,四下,Unit 8,/æt/ /sku:l/,在上学；在学校,短语,
bear,苏教版,五年级,五上,Unit 1,/beə/,熊,名词,
forest,苏教版,五年级,五上,Unit 1,/ˈfɒrɪst/,森林,名词,
there,苏教版,五年级,五上,Unit 1,/ðeə/,（与be连用）有,副词,
house,苏教版,五年级,五上,Unit 1,/haʊs/,房子,名词,
soup,苏教版,五年级,五上,Unit 1,/su:p/,汤,名词,
just right,苏教版,五年级,五上,Unit 1,/dʒʌst/ /raɪt/,正合适，正好；刚好,短语,
room,苏教版,五年级,五上,Unit 1,/ru:m/,房间,名词,
hard,苏教版,五年级,五上,Unit 1,/hɑːd/,硬的,形容词,
soft,苏教版,五年级,五上,Unit 1,/sɒft/,软的；轻柔的,形容词,
afraid,苏教版,五年级,五上,Unit 1,/əˈrfeɪd/,害怕的,形容词,
in front of ,苏教版,五年级,五上,Unit 1,/ɪn/ /frʌnt/ /əv/,在…… 前面,短语,
her,苏教版,五年级,五上,Unit 1,/hɜː/,她,人称代词,
Help!,苏教版,五年级,五上,Unit 1,/help/,救命！,句子,
beside,苏教版,五年级,五上,Unit 1,/bɪ'saɪd/,在…… 旁边,介词,
between,苏教版,五年级,五上,Unit 1,/bɪ'twi:n/,在…… 中间；在…… 中间,介词,
really,苏教版,五年级,五上,Unit 1,/ˈriːəli/,真的；真正地,副词,
then,苏教版,五年级,五上,Unit 1,/ðen/,然后,副词,
find,苏教版,五年级,五上,Unit 1,/faɪnd/,找到，发现,动词,
their,苏教版,五年级,五上,Unit 1,/ðeə/,他们的,物主代词,
student,苏教版,五年级,五上,Unit 2,/'stju:dənt,学生,名词,
show… around,苏教版,五年级,五上,Unit 2,/ʃəʊ/ /əˈraʊnd/,带…… 参观,短语,
classroom,苏教版,五年级,五上,Unit 2,/ˈklɑːsruːm/,教室,名词,
second,苏教版,五年级,五上,Unit 2,/ˈsekənd/,第二,数词,
floor,苏教版,五年级,五上,Unit 2,/flɔː(r)/,楼层,名词,
computer,苏教版,五年级,五上,Unit 2,/kəmˈpjuːtə(r)/,电脑；计算机,名词,
third,苏教版,五年级,五上,Unit 2,/θɜːd/,第三,数词,
first,苏教版,五年级,五上,Unit 2,/fɜːst/,第一；首先,数词,
swing,苏教版,五年级,五上,Unit 2,/swɪŋ/,秋千；摇晃,名词,
push,苏教版,五年级,五上,Unit 2,/pʊʃ/,推,动词,
heavy,苏教版,五年级,五上,Unit 2,/ˈhevi/,重的，沉的,形容词,
stop,苏教版,五年级,五上,Unit 2,/stɒp/,停下，停止,动词,
high,苏教版,五年级,五上,Unit 2,/haɪ/,高的,形容词,
great,苏教版,五年级,五上,Unit 2,/ɡreɪt/,很多的，极大的,形容词,
one… the other… ,苏教版,五年级,五上,Unit 3,/wʌn/ /ði:/ /'ʌðə/,"一个……, 另一个……",短语,
body,苏教版,五年级,五上,Unit 3,/'bɒdi/,身体,名词,
no,苏教版,五年级,五上,Unit 3,/nəʊ/,没有，不,形容词,
leg,苏教版,五年级,五上,Unit 3,/leg/,腿,名词,
or,苏教版,五年级,五上,Unit 3,/ɔː/,也（不）；也（没有）；或者,连词,
arm,苏教版,五年级,五上,Unit 3,/ɑːm/,手臂，胳膊,名词,
wing,苏教版,五年级,五上,Unit 3,/wɪŋ/,翅膀,名词,
foot,苏教版,五年级,五上,Unit 3,/fʊt/,脚,名词,
rabbit,苏教版,五年级,五上,Unit 3,/ˈræbɪt/,兔子,名词,
give,苏教版,五年级,五上,Unit 3,/gɪv/,给,动词,
finger,苏教版,五年级,五上,Unit 3,/ˈfɪŋgə/,手指,名词,
hobby,苏教版,五年级,五上,Unit 4,/ˈhɒbi/,爱好,名词,
be good at ,苏教版,五年级,五上,Unit 4,/bi:/ /gʊd/ /æt/,擅长于…… ,短语,
with,苏教版,五年级,五上,Unit 4,/wɪð/,与…… 一起,介词,
also,苏教版,五年级,五上,Unit 4,/ˈɔːlsəʊ/,也,副词,
read,苏教版,五年级,五上,Unit 4,/ri:d/,读，阅读；读书,动词,
story,苏教版,五年级,五上,Unit 4,/ˈstɔːri/,故事,名词,
a lot of,苏教版,五年级,五上,Unit 4,/ə/ /lɒt/ /əv/,很多，许多,短语,同义：lots of
play the piano,苏教版,五年级,五上,Unit 4,/pleɪ/ /ðə/ /piˈænəʊ/,弹钢琴,短语,
dance,苏教版,五年级,五上,Unit 4,/dɑːns/,跳舞,动词,
watch films,苏教版,五年级,五上,Unit 4,/wɒtʃ/ /fɪlmz/,看电影,短语,
both,苏教版,五年级,五上,Unit 4,/bəʊθ/,(两个）都,副词,
sing,苏教版,五年级,五上,Unit 4,/sɪŋ/,唱歌,动词,
group,苏教版,五年级,五上,Unit 4,/gru:p/,组，群,名词,
about,苏教版,五年级,五上,Unit 4,/ə'baʊt/,关于,介词,
idea,苏教版,五年级,五上,Unit 4,/aɪˈdɪə/,主意，想法,名词,
